id,movie_id,movie_name,review_text,sentiment_compound,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_label
2034,tt0068646,The Godfather,I constantly review it. Great acting. Excellent direction.,0.8316,0.609,0.391,0.0,positive
4261,tt0068646,The Godfather,First read the novel and then watch it . Both are fantastic . But I prefer the novel . Marlon Brando's best performance ever. Al Pacino was great . Coppola made it nicely . It is the best movie ever made in Hollywood . Probably the best movie on the previous century . It indicates how important can be a family bond . Vito Corleone's quotes - I gonna make him an offer he can't refuse made him more special to me .,0.9924,0.418,0.582,0.0,positive
4774,tt0068646,The Godfather,"I'm surprised by this wonderful masterpiece, the best movie in my life I've seen. All these wonderful characters are a lot of tiredness for this long movie staff in time but it doesn't bother you. Thank you for everything.",0.8477,0.292,0.652,0.056,positive
5451,tt0068646,The Godfather,"Loved the the movie,the direction and the cast where amazing. ""Wow, what a phenomenal cast and an equally outstanding movie! From the moment the opening credits rolled, I was mesmerized by the talent on screen. Each actor brought their A-game, immersing me completely in the characters' world. The chemistry between the cast members was palpable, adding layers of depth to every scene. It's rare to see such seamless collaboration among performers, and it truly elevated the entire viewing experience."" ""Not only was the cast exceptional, but the movie itself was a triumph. The storytelling was compelling, weaving together intricate plotlines with finesse. I found myself emotionally invested from start to finish, laughing, crying, and holding my breath in suspense. The director's vision was executed flawlessly, capturing the essence of the narrative with breathtaking visuals and impeccable pacing. It's a testament to the filmmakers' talent and dedication that they delivered such an unforgettable cinematic journey."" ""In summary, this movie is a tour de force in every aspect. From its powerhouse performances to its gripping storyline, it's a cinematic masterpiece that leaves a lasting impact. I walked out of the theater feeling exhilarated, eager to discuss every twist and turn with fellow moviegoers. It's not often that a film resonates with me on such a profound level, but this one will stay with me for a long time. A must-see for anyone who appreciates the magic of cinema.""",0.9945,0.222,0.763,0.016,positive
2291,tt0068646,The Godfather,"The Godfather set a new standard for cinematic storytelling I think. It continues to be admired by filmmakers and make everyone attracted. Its influence on subsequent crime dramas is immeasurable, and its characters, themes, and visual style have become touchstones in film history. It's a film that demands multiple viewings, each time revealing new layers of meaning and reinforcing its status as an enduring masterpiece of American cinema. Brando's performance is legendary, stunning and attractive. Vito from a mere mob boss into a figure of almost Shakespearean complexity - a man who is both ruthless in business and deeply devoted to his family. His raspy voice, measured movements, and a subtle twinkle in his eye create a character that is both terrifying and oddly sympathetic.",0.9422,0.175,0.772,0.052,positive
3791,tt0068646,The Godfather,"A few thoughts and observations on an American classic- I doubt 'The Godfather' was shot sequentially (hardly any movies are) but it sure seems to me that the first scene, the wedding scene, was also the first one filmed. The reason I say this is that none of the actors seem completely comfortable with their characters yet; it's as though they're still figuring them out, unlike later in the film, where almost all the actors absolutely inhabit their roles. The same goes for the direction and dialogue, which contains some heavy-handed exposition that is noticeably missing later on too. (Robert Duvall's Tom Hagen tells his wife at one point that he has to go back to work because no Sicilian can refuse a request on his daughter's wedding day. Oh really? His wife never knew this? She's finding out just now, in the middle of the festivities?) As Sonny, James Caan is still working on his swagger, and even Marlon Brando is shown at his desk, holding a cat and stroking it, as though he's auditioning to be the next James Bond villain. (There are no further shots of him holding a cat.) This early awkwardness soon passes but the next scene is just as confounding, in a different way. Hagen is sent to California to convince a Hollywood producer to give a movie role to Johnny Fontaine, Don Corleone's godson. This scene sticks out like a sore thumb now and has nothing to do with the rest of the movie, despite providing 'The Godfather' with one of its most famous images, that of the severed horse-head in the movie producer's bed. No, it's only when Hagen returns to New York that the film really begins. The first several times I saw 'The Godfather,' I had a difficult time breaking it down into segments and sections, as in what happened in relation to other things going on in the film. This of course is the sign of smart scripting and directorial slight-of-hand, and clever pacing which keeps you guessing. For instance, the different scenes where Luca Brazi is killed, then Don Corleone is shot, Tom Hagen is briefly kidnapped by Sallozzo, and Michael Corleone finds out what has happened. These all seem to happen at roughly the same time, but Michael finds out from a newspaper! Yet one never questions it while watching. There are so many great and famous scenes, it's hard to pick favorites, but I notice now when I watch it, I particularly enjoy the one where Don Corleone and his inner circle meet with Sallozzo, just before the aforementioned violence. It's one of the few times in the lengthy film where we actually get to see the Don at work guiding his empire and making decisions. Not a great deal happens in the scene, but it's a good example of Don Corleone's thinking and helps explain why he is held in such high regard, why he is in fact the 'irreplaceable man', as will soon become apparent. Sonny is obviously to be his successor, and just as obviously lacks the old man's reasoning and negotiating skills. Fredo is just another body in the room and Michael isn't yet ""with"" them. Despite the incredible wealth and influence we've seen the Corleone family possess, this scene and its immediate aftermath show just how fragile and tenuous its grip on power is in dangerous circumstances. The relative ease with which the Don is set up and shot, as well as the quick dispensing of his main hit-man, Luca Brazi (who had been portrayed as almost invincible), proves that Sallozzo was correct, in the short term anyway: get rid of the Don and his empire collapses into confusion. The rest of the film is more or less the laying out of a careful and methodical revenge plotted by both Michael and the old Don, following a major subplot having to do with Michael hiding out in Sicily after killing Sallozzo and a New York police captain. It all leads to perhaps the most famous scene of all in 'The Godfather,' the baptism sequence where everyone who plotted against the Corleones get their comeuppance, from Connie's husband Carlo to the rival Mafia chieftains who hoped to exploit the Corleone family's momentary weakness. That it feels like justice being served says something about how Coppola has successfully manipulated the audience into rooting for the Corleones. The word 'adventure' doesn't usually come to mind when discussing 'The Godfather,' but that's what it is, an astonishing adventure for the characters and an eye-opening look inside a powerful crime family for the audience.",-0.4039,0.096,0.804,0.1,negative
2186,tt0068646,The Godfather,"Basically you see messy things like killings, distrust, disappointment, suspicious people and stories, sudden things, and it does not seem like it has ending, neither positive nor negative. Ending is like beginning, except that this time it is his son. Very negative and long. Not worth watching! Maybe good for older audience, as movie is old too. Old times, no devices, cars, or anything new I got used to.",-0.9454,0.113,0.587,0.3,negative
2187,tt0068646,The Godfather,"There are many classic shots in the movie, which make many scenes classic. For example, in the first camera angle, when Michael is murdered in the restaurant, the camera zooms in and uses medium close-up photography techniques. This focuses people's attention on Michael's facial expression, showing his inner tension and indifference. When he goes to the bathroom, the shaking of the handheld camera adds to the tension. In the scene of the godfather's baptism, soft lighting is used to show that the church is very grand and sacred, making the whole baptism process very solemn. In the funeral in the middle, medium and close-up shots were also used to make people look very sad.",-0.92,0.026,0.822,0.152,negative
5440,tt0068646,The Godfather,"""The Godfather"" is a cinematic triumph that captivates from start to finish. As a viewer, I was spellbound by the intricate plot, rich character development, and the magnetic performances of the cast. Marlon Brando's Vito Corleone is a big force, and Al Pacino's transformation as Michael is nothing short of brilliant. The film's impeccable storytelling, coupled with its evocative score, creates an immersive experience. The themes of power, family, and honor are explored with depth and nuance, making it a profoundly moving cinematic journey. ""The Godfather"" is not just a movie; it's an unforgettable, timeless masterpiece that resonates with anyone who appreciates storytelling at its finest.",0.9511,0.181,0.793,0.026,positive
5562,tt0068646,The Godfather,"Epic in scope while maintaining a patience and intimacy characteristic of European art cinema, THE GODFATHER is rightly considered one of the greatest films ever made. The Godfather continues to influence producers of films, television shows, and video games more than 30 years after its release. Nino Rota's score, the sumptuous set design, and Brando's raspy pseudo-whisper have become part of our collective cultural memory. The film possesses an operatic quality, yet it's more understated than it is flamboyant. It takes its subjects seriously, bestowing legitimacy upon the internecine power struggles of the Mafia normally reserved for classical themes in high art. The film's release initiated a period when American filmmakers dared to take themselves and their artistic ambitions seriously (perhaps too seriously). There is something deeply resonant in the film's treatment of filial piety, the need for respect, and our culture's abiding interest in the parallel moral universe of the Mafia.",0.7506,0.064,0.899,0.037,positive
3824,tt0068646,The Godfather,I think the Godfather is the greatest movie which is ever made. I was a little boy when i saw the film and since then I have think that it is the greatest movie and it ́s still the greatest. I love the Godfather! And that is the reason why I want to be a director in the future.,0.9606,0.286,0.714,0.0,positive
2430,tt0068646,The Godfather,The best part of all parts.. I really loved itMarlon Brandon worth the oscar,0.8832,0.507,0.493,0.0,positive
390,tt0111161,The Shawshank Redemption,Kind of movie that makes you feel the art of movie making should never die.. It's the living soul of what we humans would leave after we're gone. Absolute genius on behalf of all the people involved in it's making. They have and will keep this art alive through this masterpiece and inspire generations to come. 10 Stars ✨.,0.8807,0.156,0.826,0.018,positive
5098,tt0068646,The Godfather,"An overlong and slow film that may have seemed better 50 years ago, but is now boring and very dated. Marlon Brando's make up looks so fake and the obviously Jewish James Caan is badly miscast as an Italian-American. The restaurant meeting would never have happened in reality - Sollozzo tries to kill Vito, and then just a few days later Michael is just going to sit down and have dinner with him? Lol. In any case Sollozzo would have known the police captain had to remain on call 24 hours a day. McClusky would have given a false location, rather than the restaurant, to the police.",-0.9476,0.046,0.796,0.157,negative
377,tt0111161,The Shawshank Redemption,Indeed.. This is the best movie in history. An outclass script. And beautiful narration.,0.8442,0.403,0.597,0.0,positive
4416,tt0068646,The Godfather,"the godfather is a timeless classic most ages can appreciate. the godfather is one of very few movies that have standed the test of time. the godfather is the best of the trilogy but the godfather pt II is very close but not just the main reason for this is because Marlon Brando isn't in the second part he is truely amazing in the godfather if he hadn't of won best actor oscar for it there would be alot of questions to ask. this was Al Pacinos third movie the previous two not getting him any recognition he changed all this by giving the performance of his life, and if you think hes good in this see part II and even though most reviewers say that part II is terrible i assure you it is not! true it is not as good as the previous 2 but Al Pacino should be enough of a reason to watch part II as he is, as always, amazing. so if you have seen the first Godfather but not the others then just buy the Godfather trilogy on d.v.d thats what i did.",0.9772,0.16,0.789,0.051,positive
4809,tt0068646,The Godfather,"Whenever i saw a list of the top 100 movies, ""The Godfather"" was always on top. I had no clue why. I heard it was really good so i felt i should see it. So one evening, after all my homework was done, i sat down on the couch in front of the TV and surfed through the channels and i land upon a memo saying, ""The Godfather: Next at 8 pm"" So i decide to just watch maybe an hour or so of it and then go to sleep. I stayed up the whole night watching it. The acting in the movie was excellent and the cinematography was great. The characters were so believable that whenever i see a picture/movie of any character in the movie, the first thing that pops into my brain is their character name. After watching the movie, i couldn't stop talking about it to all my friends. Now i understand why its always on top of top 100 lists.",0.9583,0.141,0.846,0.013,positive
4924,tt0068646,The Godfather,"I watched ""The Godfather"" recently; it's the one I like best out of the three films. By number three there were few surprises left and we knew every one was going to double cross everyone else and get whacked; enough. However, I always get drawn back into Marlon Brando as Don Corleone talking through his enhanced jowls and Al Pacino as Michael Corleone with the Homburg sitting so straight on his head its almost like he checked it with a spirit level. But you have to wonder, what happened to Mafia movies? Now it's South American drug cartels, Middle Eastern terrorists and a new fave, neo-Nazis. The level of mean deaths has probably risen, Columbian Neckties anyone? However they have a different vibe. Hollywood revelled in its Mafia movies and television shows. There was Edward G. Robinson back in the day, and we grew up watching Elliott Ness in ""The Untouchables"" ducking bullets from drum fed tommy guns. Finally Scorsese gave us some less romanticized insights into the ""wiseguys' Same with spy thrillers when the Berlin Wall came down. Goodbye to those great Cold War movies. From then on I think spies were really left out in the cold. One thing about ""The Godfather"" and a reason why it hasn't dated much is although it was made in 1972, it's set twenty years before. I find movies set in an earlier time are less likely to date, just compare it to movies made and set in 1972. The Corleone's and their contemporaries had style, nouveau style for sure, but look at the scene when the heads of the Five Families meet and you can see that their tailors have been called on for favours. Classic pinstripes and silk suits all round. And Don Barzini was such a snappy dresser until his neatly buttoned suit gets an extra buttonhole courtesy of a well-aimed .45 slug. It's hard to beat the look of this film, and that soundtrack with the memorable score by Italian film maestro, Nina Rota, but it's something of a fantasy. The goal of the Corleone's is to be legit in a few years and the Don wants nothing to do with drugs. You get the impression they are such enlightened guys that they would almost have a retirement plan for their ""working girls"" and accident insurance for those who don't pay up on time. Still it's a cool movie with some great lines. When there was a chance workmen would crack some old tiles up on my roof, I paraphrased a line from Consigliore, Tom Hagen, looking up I said, ""I'm a man who insists on hearing bad news immediately"". But for me, the new crime movies give little chance for sympathetic characters. Ridley Scott gave us the cartels in ""The Counselor"" but it only proved he should have stuck with the imperial mafia that ran Rome 200 years ago. And what about Denis Villeneuve's cartels in ""Sicario"", and that house with all the bodies sealed in the walls; who can live like that? No waltz on the soundtrack and not a 3-piece suit or a homburg in sight. The style has gone from crime movies and I think the worst is yet to come. ""The Godfather"" is a welcome trip down memory lane.",0.9635,0.118,0.812,0.07,positive
3726,tt0068646,The Godfather,"(I'm Dutch, sorry for my bad English) Some years ago I wrote this review for The Godfather: ""Okay, The Godfather is number 2 on the top 250, so I thought I would like it. But I didn't. I want everyone who liked this movie to like it, and please do not care about bad reviews. There are three reasons why I didn't like The Godfather.At first, there were many characters, and it was not clear for me every moment if someone was good or bad. Because I couldn't recognize all characters by their name, I didn't understand all the dialogue about other people in the movie. So any time they were just talking, was a bit boring for me. Secondly, there was a moment in the movie where a man and a woman were fighting at home. Maybe it's just personal, but I really hate family-fights at home, where one of the fighters is much stronger than the other. At last, the movie is almost three hours long, and if you don't like the movie, that is way too long. I don't say I hate long movies, because I loved the Lord of the Rings trilogy, Schindlers List and King Kong. There were also very good moments in this movie. The scene with Don Vito Corleone in the hospital when Michael Corleone visits him was quite thrilling, and the scene where (major spoiler ahead) Michael Corleone shots two people in a restaurant was also very good. I think I should just watch this movie again, when I have the time for it. Maybe the second time I like it better, because I will probably understand more of it."" As I said in the last part of my original review I should watch the movie again. After I did that I've decided to change my the rating. After a second viewing I understood the plot better, the characters were more interesting and I saw why this movie is so beloved. The characters (especially Michael, the main character) are very interesting and the way the story is told is excellent. In my original review I stated three main reasons why I didn't like The Godfather. The first reason was that I didn't quite understand it. That of course changed after the second time I watched it, because I already knew some things from the first time I watched it. My third reason also changed. I said that if a movie is not interesting, it makes it worse when it is a long movie. But that wasn't a problem anymore because it was interesting the second time. My second reason didn't change. I still don't like family fights in movie, but this time I understood the relevance of it. I still don't think The Godfather is the best movie of all time for me. There are lots of other movies I liked better. But this movie doesn't deserve the 4 stars I previously gave it. 8 stars is a better rating.",0.9978,0.213,0.711,0.076,positive
5518,tt0068646,The Godfather,"The Godfather is a good gangster movie because the characters in the movie are complex and it delves into the dynamic relationship between power and family. Unlike many gangster movies that focus primarily on violence and criminal activities, The Godfather gives a nuanced portrayal of the Corleone family, humanizing them and exploring the moral ambiguity of their world. Each member of the Corleone family is fully developed, and Michael Corleone's transformation from a reluctant outsider to a ruthless leader is the core focus of the film, and Michael's journey is both tragic and inevitable. The film also delves into the complex relationship between family loyalty and personal morality, telling how these forces pull characters in opposite directions. In addition, The Godfather depicts the immigrant experience and the efforts of the Corleone family to gain a foothold in a society that marginalizes them. The film does not glorify crime, but shows the impact that crime has on the individuals involved and their families. The film does a good job in lighting, iconic soundtracks, and attention to detail. All of this makes it a good gangster movie.",0.9072,0.11,0.837,0.052,positive
4715,tt0068646,The Godfather,"The Godfather is an American epic crime film, The Godfather is as much about America, and the American experience, as any other great movie. This magnificent multigenerational mafia drama represents a benchmark not just in crime movies but in American cinema as a whole. Now half a century old, Francis Ford Coppola's revered New Hollywood masterpiece has one of the best-known final shots in film history - but it almost had a much more Catholic ending. Skepticism of American exceptionalism is far more commonplace now than it was when The Godfather was first released. But the fragility of the American Dream was revealing itself as the illusion it had always truly been. The Godfather films have set home-video standards for decades, and that trend continues with Paramounts astonishing 4K restorations. An engrossing metaphor for American capitalism, watching the film on the big screen emphasises the majesty of Coppolas work. It is a gangster film without any of the pity and hatred we might feel towards such aliens in our midst, because it recognises that in all of us there is the ignition towards power and criminality.",0.7546,0.104,0.819,0.077,positive
1103,tt0111161,The Shawshank Redemption,This is such a spectacular and mysterious movie.The lead guy plays his role like a Loki. I first saw this movie back in high school. It was one of the best movies I seen during that time.The story with out a doubt was remarkable. It's filled with twists and what the heck moments.,0.8689,0.213,0.744,0.043,positive
5470,tt0068646,The Godfather,All I want to say is that:God Father is always god father.,0.34,0.274,0.726,0.0,positive
2143,tt0068646,The Godfather,"My advice is that instead of just watching ""The Godfather"" and ""The Godfather: Part II"", see the combined version they created for television--with additional scenes that made it a very rich experience. A very good movie. Not an out and out political thriller alone but covers other things as well. It starts with the death of the legendary leader and the question of succession. But then the movie does not just deal with that . It delves into other things as well. Well!! Baakki theatril kandaa mathi :) What a Movie.. Awesome to see Graceful Megastar in his ultimate performance.. This is my all time favorite movie.",0.9794,0.271,0.677,0.052,positive
4418,tt0068646,The Godfather,"The Godfather has great scenes, classic characters, classic dialogue, and an amusing look into the Italian mafioso, but it's just a tad bit too long to be perfect, in my opinion as a new viewer. There were many scenes that were riveting and performances that were, at times, mesmerizing, but I just feel like it is a little overrated. It deserves its due credit, no doubt, for without it, so many great movies and tv shows inspired by it would have never been made, and the ground it therefore broke will always hold its place as one of the greatest movies ever made. Some scenes were just too drawn out, lengthened, or long-winded, and it can therefore become a little bit of a chore to watch and enjoy in one sitting, as good as it can be at certain points. I can see how when this came out in 1974, it was so popular and how it held up throughout the years to be considered one of the best movies ever made, but in my experience in watching other movies since then of this genre, I can list at least 5 I enjoy at least just as much if not more. Obviously, those films have been inspired by the Godfather so without it they wouldn't likely exist in the fashion that they do, but they are still better paced, more suspenseful at times, and just more entertaining overall. This doesn't mean that the Godfather isn't a classic and one of the best, but it is a matter of taste, and the Godfather still remains a movie I have to really be in the mood for to sit through. Certain scenes, or parts, of this epic hold up much more than others, while other parts and scenes can feel like a slog to sit through. 8/10",0.9975,0.231,0.742,0.027,positive
1890,tt0068646,The Godfather,"with no doubt,the greatest movie of all time.loyalty,family relations,business,power,authority or enmity are all in the movie,but while wathcing they are all invisible,when it ends,you can feel them strongly. No producer can shot something better than it.It is an offer that human-being cannot refuse.",0.7709,0.211,0.705,0.084,positive
150,tt0111161,The Shawshank Redemption,"the Shawshank redemption should be played throughout the world in all schools to teach people the hard life of prison but the bond between friends and the idea of hope. Morgan freeman is a second to none actor he lays the role perfectly and i could not think what the film would be like without him. all the other actors perform perfectly. this movie is a movie of inspiration and one of which will get people through harsh times. this film always restores my faith in mankind i simply love it. I first saw this film sitting on my brothers desk and i was intrigued by the idea of a film set in prison where hope and other morale values were the storyline instead of violence and havoc, this is a amazing film which brings pride to the actors and crew who produced it. the setting of the movie is one of perfection the Gothic grounds and the stunning facilities astound me i'am finding it hard to put in to words how much this film means to me i would say it is one of the greatest film's ever made in my time and i love it.",0.9966,0.314,0.596,0.09,positive
5337,tt0068646,The Godfather,"About: Criminals trying to whack other criminals while they are ignorant to their own bad behaviour. Story: Boring. Empty. Disgusting. Production: A good visual production ruined on deadly sins. Main intelligent: 0. Everyone dropped out of Kindergarten, it seems. UnWorthiness Level: 0 Should you watch this?: No. People will believe the hype and pop culture and pretend to like films like this. In reality, movies like these are garbage, toxic and unworthy. Based on a book or not you gotta ask the author where his head was when he wrote this type of toxic garbage. Movies like this are only good when the Punisher clean house. They massacred my brain.",-0.9274,0.15,0.599,0.251,negative
490,tt0111161,The Shawshank Redemption,"This is without a doubt my favorite movie. Every time I see this movie I feel touched by its magic. Most of my friends have seen it because I have recommended them to do it and they have all loved it. Robbins, Freeman and Whitmore's characters are the ones that I like the most. It is just stupid, unfair and shameful that this wonderful movie was not awarded neither at The Oscars nor The Golden Globes. The IMBD voters have it at #2. My hope is to see it in the future at #1.",0.8194,0.203,0.67,0.127,positive
2300,tt0068646,The Godfather,"I just don't get it. Sure the acting in some parts of the movie is good, but honestly, the entire ""angry Italian""-role is probably the easiest character to play. And i really don't get how every other character other then the ""angry Italian"" seems underdeveloped, plain boring and uninteresting. The only way for you to like this movie is by sympathize with the characters. And sympathizing with the bad guys (since almost every main character is a murderer and a mob member, even the protagonist is a bad guy)is difficult, although not impossible. If the director makes the evil sides of those characters redeemable, then it would be a lot easier for the viewer to sympathize and worry about the protagonist if he/she was in danger. When i however see Michael Corleone in danger in this movie, every time i wish for him to be killed, for i feel nothing for him. Which means that watching this movie was a waste of time. Although the soundtrack is quite good so instead of a rating of ""1"" The Godfather will receive a ""2"" out of generosity..",-0.9909,0.113,0.63,0.257,negative
1913,tt0068646,The Godfather,"The Godfather is a movie that just insists upon itself. From the very first scene, it insists upon itself. Every line of dialogue, every dramatic pause, every lingering shot-it all just insists upon itself. The cinematography? Insists upon itself. The characters? Insist upon themselves. The entire aura of the film? Pure insistence. It doesn't invite you in; it forces itself upon you, demanding admiration. But why? Because it insists upon itself. It's not subtle, it's not effortless-it's insistence, through and through. And that, quite frankly, is too much insistence for me. It insists upon itself.",0.3691,0.023,0.939,0.037,positive
206,tt0111161,The Shawshank Redemption,This is the best movie I have ever seen. In a way I feel I am in a prison of life myself. Restricted to doing certain things. Sometimes I get frustrated and feel as I should runaway to some place where I could feel free. I hope and dream for it sometime. This movie just reminds me of my feelings so much. I love Andy Dufresne most in this movie. Although critics say Tim Robbins didn't do enough to express the character but my personal opinion is that he was made for this role. I can go on and say more but I said the most important thing which I feel whenever I watch it. I am glad to visit IMDb. I never heard of it before. Some 7 years ago I saw it at no.2 in the rankings and decided to watch it immediately. Only other movie which even comes close to this is Citizen Kane. But that is about past and this one is about hope and freedom. I give it 11/10.,0.9684,0.162,0.794,0.044,positive
5557,tt0068646,The Godfather,"In each aspect of film making, this movie just keeps delivering, theres a lot of people that by this being an ""old movie"" they wont enjoy it, but this is just not true.. you will enjoy every aspect of this movie. The acting makes you feel every character, you get emotionally invested, maybe you dont want to watch a long movie, but trust me.. this wont feel long at all, with this story-telling it will make you see that this isn't just a movie you watch, this is a movie that truly makes you feel something. I wish I didn't watch it cause I just want to see it all over again, I want to forget every single scene just to feel what i felt.",0.6422,0.091,0.82,0.089,positive
5623,tt0068646,The Godfather,"The Godfather is a work of genius and pure commitment on all fronts. Francis Ford Coppola's direction, and the editing, all builds up that slow intensity and sophistication that comes with this movie. Marlon Brando is amazing, and Al Pacino too, with his cold rage. You can feel the tension build when you know someone is about to be killed, and you also understand the sense of comraderie and close relationships within the mafia. It never fails to keep your interest, and the plot can twist at any moment. Not to mention, the dialogue and scenes are expertly crafted and the payoff is incredibly satisfying. Although hard to follow at times, the Godfather is a must-watch.",0.4518,0.114,0.795,0.091,positive
5587,tt0068646,The Godfather,I like This Movie Very Much GodFather I think its seasons should release Now in 2020 lOL,0.6486,0.29,0.71,0.0,positive
1299,tt0111161,The Shawshank Redemption,"One of the best films of its type, only bettered by Frank Darabont's other period prison drama based on a Stephen King story ""The Green Mile"". Mr Darabont and Mr King appear to have hit on the perfect partnership, in making fantastic films based in prisons and set in days gone by. Morgan Freeman and Tim Robbins are both excellent in this movie, although Mr Freeman is always excellent (especially in his high school drama ""Lean on me""). Well done to all concerned in this excellent production, and let's hope that Mr Darabont and Mr King continue in this successful vein for the future",0.9874,0.285,0.69,0.025,positive
1223,tt0111161,The Shawshank Redemption,"""The Shawshank Redemption"" is not just a film; it's an enduring masterpiece that transcends the boundaries of time and genre. In the realm of cinematic experiences, it stands as a beacon of hope, resilience, and the indomitable human spirit. With a price tag of five bucks for a rental, it might seem tempting to just borrow it, but trust me when I say this: go ahead and plunk down the $25 to own this title. You'll find yourself revisiting this gem time and time again, making it a timeless investment for your personal film collection. What sets ""The Shawshank Redemption"" apart is its ability to resonate on a deeply personal level. It's not just a narrative unfolding on the screen; it's a mirror reflecting aspects of your own life. Whether through a poignant scene, a compelling character, or a profound moment, this seemingly uncomplicated movie weaves its way into the fabric of your emotions. It becomes more than just a film; it becomes a touchstone for your own experiences and emotions. This movie has an unparalleled capacity to offer solace and inspiration. In moments when you need hope, you'll find yourself turning to Shawshank. It becomes a source of strength and belief in the human capacity to overcome even the most formidable obstacles. In a landscape cluttered with contemporary films, ""The Shawshank Redemption"" stands as a testament to storytelling that is both entertaining and moving, regardless of how many times you watch it. Some enthusiasts liken the film to a spiritual awakening. While one can seek enlightenment and faith in humanity in various places, the accessibility of ""The Shawshank Redemption"" is unmatched. Unlike many places of worship that have specific days and times, this movie is ready to uplift you whenever you need it. It's a reaffirmation of the enduring power of friendships that triumph over dire circumstances. Even in the present, it continues to evoke genuine emotions, making grown men, like myself, cry. ""The Shawshank Redemption"" is a film that invites introspection. It's almost as if it was meant to be viewed in the privacy of one's home, providing a personal and intimate experience that encourages self-reflection. The narrative's ability to touch on universal themes makes it relatable to a broad audience. It's not just a story about a man in prison; it's a story about the human condition, about resilience, friendship, and the pursuit of freedom. It's ironic that the film portrays an innocent man surrounded by the corruption of the legal system. The very essence of Shawshank is reminiscent of the character of Andy Dufresne. Critics initially struggled to see beyond the title, and the public, unfortunately, followed suit. This led to the film's initial dismissal, much like other classics such as ""It's a Wonderful Life"" and ""Citizen Kane,"" both of which faced box office challenges in their time. ""The Shawshank Redemption"" could have easily faded into obscurity, much like Andy Dufresne could have withered away in his prison cell. However, the enduring characters and the profound narrative prevailed. The film's journey mirrors that of its characters, overcoming initial judgments and prevailing against the odds. It's a cinematic triumph that, despite being nominated for seven Oscars, did not win a single one-a fact that adds an ironic layer to its legacy. In conclusion, ""The Shawshank Redemption"" is not just a film; it's an experience, a journey that unfolds within the confines of a prison but reaches far beyond the screen. Investing in owning this title is not just a financial decision; it's an investment in moments of solace, inspiration, and timeless storytelling that will continue to resonate with you throughout your life. So, go ahead, make that purchase, and let ""The Shawshank Redemption"" become a cherished part of your cinematic repertoire-a film that will accompany you through the highs and lows, just like a steadfast friend.",0.9972,0.164,0.773,0.063,positive
1796,tt0068646,The Godfather,"This is a marvelous work, it cannot be better than that",0.3599,0.273,0.559,0.168,positive
2200,tt0068646,The Godfather,"One of the outstanding movie. Actors are very professional and they are giving justice to their characters. Salute to them. This movie is strong, good script, great casting, excellent acting, and over the top directing. It is hard to fine a movie done this well, it is 29 years old and has aged well. Even if the viewer does not like mafia type of movies, he or she will watch the entire film, the audiences is glued to what will happen next as the film progresses. Its about, family, loyalty, greed, relationships, and real life. This is a great mix, and the artistic style make the film memorable.",0.9867,0.292,0.662,0.046,positive
1420,tt0111161,The Shawshank Redemption,All the drama of a falling rock. If SK lived in the Victorian Age this would be a morality play--and both would be dead and forgotten by now--just the idea of it makes me want to live another 100 years or so.,-0.7579,0.029,0.798,0.173,negative
4898,tt0068646,The Godfather,"The greatest mafia movie ever. With brilliant playing by specially Al Pacino as Mike Corleone and Marlon Brando as Don Vito Corleone this film reveals how one among the mind mafia families in Ny works, it gives a comprehensive image of how their company runs and what sort an opportunities they got to take on their company. Al Pacino shines above all in this movie, as the smart boy of the family he returns after fighting a war for his country, at that time not involved in the family business, but it doesn't take long before the war breaks lose and he see no other ways than to step in and fight for his family.",-0.8945,0.088,0.766,0.146,negative
4784,tt0068646,The Godfather,Maybe the greatest movie ever. The first one is more special i think cause of Brando. Every time i see it i enjoy it the same!,0.893,0.348,0.652,0.0,positive
5249,tt0068646,The Godfather,"""The Godfather"" is often hailed as one of the greatest films in cinematic history, and for good reason. The film presents a compelling narrative that intricately weaves themes of power, loyalty, family, and morality into the fabric of its story. At the heart of this masterpiece are characters that can be described as ""charming bastards,"" who evoke both admiration and sympathy from the audience. This duality is what makes ""The Godfather"" not just a crime film, but a profound exploration of human nature. The portrayal of women, particularly through the character of Kay Adams adds another layer to the narrative. Kay represents the moral compass that contrasts sharply with the men in her life. She loves Michael but struggles to reconcile her affection for him with the violent world he inhabits. Her journey highlights the emotional toll that the mafia lifestyle takes on those connected to it. While the male characters are often depicted as charming bastards, Kay's perspective allows the audience to see the consequences of their actions on innocent lives. This dynamic enriches the film, making it clear that charm and ruthlessness do not exist in isolation; they have far-reaching effects on those around them.",0.9885,0.234,0.708,0.058,positive
